Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
The Clift ,D01,"18 Mar, 2014",328364,"SGD 5,500 ",1,1,750 sqft,70 sqm
Dunearn Lodge ,D11,"18 Mar, 2014",305788,"SGD 3,900 (Negotiable)",2,2,969 sqft,90 sqm
Bullion Park ,D26,"18 Mar, 2014",286614,"SGD 3,300 (Negotiable)",3,2,"1,350 sqft",125 sqm
Spring Grove ,D10,"18 Mar, 2014",281761,"SGD 7,800 (Guide Price)",3,3,"1,389 sqft",129 sqm
Sommerville Park ,D10,"18 Mar, 2014",304210,"SGD 3,400 (Price on Ask)",1,1,624 sqft,58 sqm
Rivergate ,D09,"18 Mar, 2014",286585,"SGD 6,800 (Negotiable)",2,2,"1,055 sqft",98 sqm
8@Woodleigh ,D13,"18 Mar, 2014",296432,"SGD 3,000 (Negotiable)",1,1,398 sqft,37 sqm
Nassim Jade ,D10,"18 Mar, 2014",281761,"SGD 15,000 (Negotiable)",5,4,"3,300 sqft",307 sqm
Eastpoint Green ,D18,"18 Mar, 2014",197423,"SGD 3,343 (Guide Price)",2,2,977 sqft,91 sqm
Vista Residences ,D12,"18 Mar, 2014",305788,"SGD 3,500 (Negotiable)",1,1,635 sqft,59 sqm
Blossoms @ Woodleigh ,D13,"18 Mar, 2014",282781,"SGD 5,700 (View to offer)",3,3,"2,680 sqft",249 sqm
Summerdale ,D22,"18 Mar, 2014",286326,"SGD 3,900 ",3,0,"1,399 sqft",130 sqm
Robertson 100 ,D09,"18 Mar, 2014",286585,"SGD 4,500 ",2,2,872 sqft,81 sqm
Gilstead Court ,D11,"18 Mar, 2014",304210,"SGD 3,500 (Negotiable)",3,2,"1,388 sqft",129 sqm
The Azure ,D04,"18 Mar, 2014",286426,"SGD 7,500 ",3,3,"1,668 sqft",155 sqm
Changi Green ,D16,"18 Mar, 2014",280895,"SGD 3,300 (Negotiable)",3,3,"1,300 sqft",121 sqm
Belmond Green ,D10,"18 Mar, 2014",296432,"SGD 5,200 (Negotiable)",3,2,"1,055 sqft",99 sqm
Tropical Spring ,D18,"18 Mar, 2014",308032,"SGD 3,800 ",3,0,"1,335 sqft",124 sqm
Cube 8 ,D11,"18 Mar, 2014",281079,"SGD 5,500 (Negotiable)",3,0,"1,475 sqft",138 sqm
iSuites @ Marshall ,D15,"18 Mar, 2014",204140,"SGD 2,500 (Negotiable)",1,1,334 sqft,31 sqm
The Sail @ Marina Bay ,D01,"18 Mar, 2014",305788,"SGD 4,500 (Offers in Excess of)",1,1,678 sqft,63 sqm
The Lumiere ,D02,"18 Mar, 2014",305788,"SGD 4,000 (Negotiable)",1,1,624 sqft,58 sqm
Helios Residences ,D09,"18 Mar, 2014",301187,"SGD 7,500 ",2,2,"1,313 sqft",122 sqm
Simei Green ,D18,"18 Mar, 2014",306448,"SGD 3,500 ",3,0,"1,249 sqft",116 sqm
Soho Life ,D15,"18 Mar, 2014",306448,"SGD 2,100 ",1,0,389 sqft,36 sqm
The Coast At Sentosa Cove ,D04,"18 Mar, 2014",282781,"SGD 15,000 (Price on Ask)",4,3,"4,779 sqft",444 sqm
The Bencoolen ,D07,"18 Mar, 2014",284438,"SGD 4,900 (Negotiable)",2,2,"1,280 sqft",119 sqm
The Woodsvale ,D25,"18 Mar, 2014",312847,"SGD 3,000 (Guide Price)",3,2,"1,313 sqft",122 sqm
Ferraria Park Condo ,D17,"18 Mar, 2014",279038,"SGD 3,600 (Negotiable)",3,3,"1,356 sqft",126 sqm
The Balmoral Spring ,D10,"18 Mar, 2014",296432,"SGD 5,100 (Negotiable)",3,2,"1,119 sqft",104 sqm
Mackenzie 88 ,D09,"18 Mar, 2014",197468,"SGD 2,700 (Offers in Excess of)",1,1,480 sqft,45 sqm
Coralis ,D15,"18 Mar, 2014",290088,"SGD 2,900 ",1,1,495 sqft,46 sqm
The Capri ,D10,"18 Mar, 2014",198043,"SGD 4,800 (Offers in Excess of)",2,3,"1,862 sqft",173 sqm
Icon ,D02,"18 Mar, 2014",290088,"SGD 5,800 (Negotiable)",2,2,"1,066 sqft",99 sqm
Yishun Sapphire ,D27,"18 Mar, 2014",305788,"SGD 3,600 (Guide Price)",4,3,"1,399 sqft",130 sqm
The Rivervale ,D19,"18 Mar, 2014",296432,"SGD 3,500 (Guide Price)",3,2,"1,302 sqft",121 sqm
The Woodsvale ,D25,"18 Mar, 2014",312847,"SGD 2,700 (Price on Ask)",3,3,"1,227 sqft",114 sqm
The Sea View ,D15,"18 Mar, 2014",290088,"SGD 6,500 (Price on Ask)",3,2,"1,410 sqft",131 sqm
Park West ,D05,"18 Mar, 2014",198043,"SGD 3,200 (Negotiable)",2,2,"1,130 sqft",105 sqm
The Cathay Residences ,D09,"18 Mar, 2014",284438,"SGD 6,200 (Negotiable)",2,2,980 sqft,91 sqm
Rangoon 88 ,D08,"18 Mar, 2014",283611,"SGD 2,700 (Price on Ask)",1,1,420 sqft,39 sqm
Costa Del Sol ,D16,"18 Mar, 2014",290088,"SGD 6,800 (Negotiable)",4,2,"1,561 sqft",145 sqm
Parc Oasis ,D22,"18 Mar, 2014",304210,"SGD 4,300 (Price on Ask)",4,3,"1,507 sqft",140 sqm
La Casa ,D25,"18 Mar, 2014",304210,"SGD 2,800 (Price on Ask)",2,2,870 sqft,81 sqm
Riviera Residences ,D16,"18 Mar, 2014",305788,"SGD 6,000 (Negotiable)",4,3,"2,379 sqft",221 sqm
Southaven II ,D21,"18 Mar, 2014",204140,"SGD 4,000 ",3,2,"1,539 sqft",143 sqm
Astoria Park ,D14,"18 Mar, 2014",304210,"SGD 3,600 (Price on Ask)",2,2,"1,001 sqft",93 sqm
The Ford @ Holland ,D10,"18 Mar, 2014",286614,"SGD 5,000 ",2,2,980 sqft,91 sqm
Eastpoint Green ,D18,"18 Mar, 2014",197423,"SGD 3,345 (Guide Price)",2,2,979 sqft,91 sqm
Monterey Park Condominum ,D05,"18 Mar, 2014",286026,"SGD 4,600 ",3,3,"1,389 sqft",129 sqm
The Sunny Spring ,D14,"18 Mar, 2014",286278,"SGD 3,600 (Price on Ask)",3,2,"1,200 sqft",112 sqm
Icon ,D02,"18 Mar, 2014",305788,"SGD 5,800 (Negotiable)",2,2,"1,066 sqft",99 sqm
Icon ,D02,"18 Mar, 2014",304210,"SGD 6,500 (Negotiable)",2,2,"1,050 sqft",98 sqm
Grandlink Square ,D14,"18 Mar, 2014",286278,"SGD 3,700 (Price on Ask)",3,2,"1,200 sqft",112 sqm
eastpoint ,D18,"18 Mar, 2014",197423,"SGD 3,347 (Guide Price)",2,2,979 sqft,91 sqm
The Shore Residences ,D15,"18 Mar, 2014",207807,"SGD 3,300 (View to offer)",1,0,592 sqft,55 sqm
Grandeur 8 ,D20,"18 Mar, 2014",304210,"SGD 4,000 (Negotiable)",2,2,"1,227 sqft",114 sqm
One North Bridge ,D06,"18 Mar, 2014",286614,"SGD 4,000 (Negotiable)",1,1,510 sqft,47 sqm
Eunos Mansion ,D14,"18 Mar, 2014",286278,"SGD 3,500 (Price on Ask)",3,2,"1,200 sqft",112 sqm
eastpoint ,D18,"18 Mar, 2014",197423,"SGD 3,347 (Guide Price)",2,2,979 sqft,91 sqm
The Shore Residences ,D15,"18 Mar, 2014",207807,"SGD 3,300 (View to offer)",1,0,592 sqft,55 sqm
Grandeur 8 ,D20,"18 Mar, 2014",304210,"SGD 4,000 (Negotiable)",2,2,"1,227 sqft",114 sqm
One North Bridge ,D06,"18 Mar, 2014",286614,"SGD 4,000 (Negotiable)",1,1,510 sqft,47 sqm
Eunos Mansion ,D14,"18 Mar, 2014",286278,"SGD 3,500 (Price on Ask)",3,2,"1,200 sqft",112 sqm
Parc Sophia ,D09,"18 Mar, 2014",299553,"SGD 3,500 (View to offer)",1,1,624 sqft,58 sqm
The Scala @ Lorong Chuan ,D19,"18 Mar, 2014",279038,"SGD 4,300 (Negotiable)",2,2,904 sqft,84 sqm
Casa Aerata ,D14,"18 Mar, 2014",286278,"SGD 2,800 (Price on Ask)",2,1,549 sqft,51 sqm
Viz at Holland ,D10,"18 Mar, 2014",204261,"SGD 10,500 (Negotiable)",4,4,"2,648 sqft",246 sqm
Balestier Point ,D12,"18 Mar, 2014",286821,"SGD 2,300 (View to offer)",1,1,600 sqft,56 sqm
Crescendo Building ,D15,"18 Mar, 2014",304210,"SGD 3,600 (Negotiable)",3,2,"1,367 sqft",127 sqm
Cavan Suites  ,D08,"18 Mar, 2014",283611,"SGD 2,580 (Price on Ask)",1,1,400 sqft,37 sqm
The Stellar ,D05,"18 Mar, 2014",304210,"SGD 5,500 (Price on Ask)",3,2,"1,400 sqft",130 sqm
The Lumiere ,D02,"18 Mar, 2014",284724,"SGD 4,000 (Negotiable)",1,1,624 sqft,58 sqm
Casablanca ,D25,"18 Mar, 2014",305788,"SGD 3,100 (Negotiable)",3,3,"1,184 sqft",110 sqm
Casa Aerata ,D14,"18 Mar, 2014",286278,"SGD 2,300 (Price on Ask)",1,1,380 sqft,36 sqm
Golden Mile Complex ,D07,"18 Mar, 2014",286614,"SGD 2,388 (Guide Price)",1,1,350 sqft,33 sqm
eastpoint ,D18,"18 Mar, 2014",197423,"SGD 3,348 (Guide Price)",2,2,983 sqft,91 sqm
Caribbean At Keppel Bay ,D04,"18 Mar, 2014",279445,"SGD 8,500 (Negotiable)",3,3,"1,582 sqft",147 sqm
Yishun Emerald ,D27,"18 Mar, 2014",279445,"SGD 3,300 (Offers in Excess of)",4,3,"1,399 sqft",130 sqm
Changi Court ,D16,"18 Mar, 2014",279445,"SGD 4,500 (Negotiable)",4,2,"1,389 sqft",130 sqm
Primero Place ,D07,"18 Mar, 2014",279445,"SGD 2,588 (Price on Ask)",1,1,150 sqft,14 sqm
The Clift ,D01,"18 Mar, 2014",279445,"SGD 5,200 (Offers in Excess of)",1,1,764 sqft,71 sqm
Whiteshores ,D19,"18 Mar, 2014",279445,"SGD 7,400 (Offers in Excess of)",5,3,"5,145 sqft",478 sqm
The Claymore ,D09,"18 Mar, 2014",204261,"SGD 10,500 (Guide Price)",3,3,"2,680 sqft",249 sqm
The Woodsvale ,D25,"18 Mar, 2014",285299,"SGD 3,000 (Negotiable)",3,3,"1,297 sqft",120 sqm
Park Infinia At Wee Nam ,D11,"18 Mar, 2014",282457,"SGD 7,300 ",2,2,"1,130 sqft",105 sqm
Shanghai One ,D10,"18 Mar, 2014",304210,"SGD 3,200 ",1,1,570 sqft,53 sqm
Cassia View ,D14,"18 Mar, 2014",286278,"SGD 4,000 (Price on Ask)",3,2,"1,152 sqft",108 sqm
The Rochester ,D05,"18 Mar, 2014",204140,"SGD 6,800 (Negotiable)",3,2,"1,679 sqft",156 sqm
Mackenzie 88 ,D09,"18 Mar, 2014",204140,"SGD 2,700 (Offers in Excess of)",1,1,460 sqft,43 sqm
Waterfront Key ,D16,"18 Mar, 2014",284724,"SGD 3,400 (Offers in Excess of)",2,2,915 sqft,85 sqm
Stevens Suites ,D10,"18 Mar, 2014",305788,"SGD 5,200 (Negotiable)",3,2,"1,130 sqft",105 sqm
Waterview ,D18,"18 Mar, 2014",284724,"SGD 7,500 (Negotiable)",4,3,"3,584 sqft",333 sqm
Tanglin View ,D03,"18 Mar, 2014",282457,"SGD 8,000 ",3,3,"1,900 sqft",177 sqm
Bayshore Park ,D16,"18 Mar, 2014",304210,"SGD 3,300 (Negotiable)",2,2,969 sqft,90 sqm
the warren ,D23,"18 Mar, 2014",289661,"SGD 3,490 (Guide Price)",3,2,"1,062 sqft",99 sqm
Bukit Villas ,D25,"18 Mar, 2014",312250,"SGD 7,000 (Guide Price)",5,3,"2,885 sqft",268 sqm
Ritz Regency ,D15,"18 Mar, 2014",290088,"SGD 6,000 ",3,2,"1,290 sqft",120 sqm
The Lumiere ,D02,"18 Mar, 2014",290088,"SGD 4,000 (Negotiable)",1,1,624 sqft,58 sqm
Parc Elegance ,D15,"18 Mar, 2014",208273,"SGD 2,500 ",1,1,398 sqft,37 sqm
River Place ,D03,"18 Mar, 2014",312250,"SGD 6,200 (Offers in Excess of)",3,2,"1,280 sqft",119 sqm
Dunearn Gardens ,D11,"18 Mar, 2014",304210,"SGD 4,500 (Negotiable)",3,2,"1,250 sqft",116 sqm
Parc Sophia ,D09,"18 Mar, 2014",208273,"SGD 4,000 (Negotiable)",1,1,650 sqft,60 sqm
Gallop Gables ,D10,"18 Mar, 2014",207807,"SGD 5,000 (View to offer)",2,0,"1,560 sqft",145 sqm
Costa Del Sol ,D16,"18 Mar, 2014",290088,"SGD 6,500 ",4,2,"1,475 sqft",137 sqm
Mera Springs ,D08,"18 Mar, 2014",304210,"SGD 4,300 (Negotiable)",3,2,"1,291 sqft",120 sqm
Waterview ,D18,"18 Mar, 2014",305788,"SGD 4,800 (Offers in Excess of)",4,4,"1,324 sqft",123 sqm
The Suites At Central ,D14,"18 Mar, 2014",286278,"SGD 2,600 ",1,1,452 sqft,42 sqm
Helios Residences ,D09,"18 Mar, 2014",204140,"SGD 11,000 (Negotiable)",3,2,"1,916 sqft",178 sqm
Ventura view ,D15,"18 Mar, 2014",207807,"SGD 2,700 (Negotiable)",1,1,"1,162 sqft",108 sqm
Waterview ,D18,"18 Mar, 2014",284724,"SGD 4,300 (Price on Ask)",3,3,"1,216 sqft",113 sqm
Icon ,D02,"18 Mar, 2014",290088,"SGD 4,200 (Negotiable)",1,1,581 sqft,54 sqm
Butterworth 8 ,D15,"18 Mar, 2014",286614,"SGD 3,200 (Negotiable)",2,2,786 sqft,73 sqm
Central Grove ,D14,"18 Mar, 2014",286278,"SGD 4,000 (Price on Ask)",3,2,"1,206 sqft",113 sqm
The Sail @ Marina Bay ,D01,"18 Mar, 2014",290088,"SGD 4,500 (Offers in Excess of)",1,1,678 sqft,63 sqm
Reflections at Keppel Bay ,D04,"18 Mar, 2014",286426,"SGD 11,500 ",3,3,"1,841 sqft",171 sqm
The Berth by the Cove ,D04,"18 Mar, 2014",290088,"SGD 5,500 (Negotiable)",2,2,"1,350 sqft",125 sqm
Hazel Park Condo ,D23,"18 Mar, 2014",304210,"SGD 3,500 (Negotiable)",3,2,"1,410 sqft",131 sqm
Hillview Heights ,D23,"18 Mar, 2014",280742,"SGD 3,900 ",4,4,"1,678 sqft",156 sqm
Reflections at Keppel Bay ,D04,"18 Mar, 2014",279038,"SGD 8,000 (Negotiable)",3,4,"1,561 sqft",145 sqm
Balmoral Heights ,D10,"18 Mar, 2014",296432,"SGD 5,200 (Guide Price)",3,2,"1,163 sqft",109 sqm
Wilkie Studio ,D09,"18 Mar, 2014",300926,"SGD 5,200 (Negotiable)",2,0,"1,206 sqft",112 sqm
3 Storeys @Sam Leong Road ,D08,"18 Mar, 2014",317432,"SGD 29,000 ",1,0,"8,000 sqft",743 sqm
Twin Regency ,D03,"18 Mar, 2014",296432,"SGD 5,500 (Guide Price)",2,2,980 sqft,92 sqm
Northvale ,D23,"18 Mar, 2014",289661,"SGD 4,490 (Guide Price)",4,2,"2,690 sqft",250 sqm
Cabana ,D28,"18 Mar, 2014",282457,"SGD 6,800 ",4,4,"2,885 sqft",268 sqm
Southbank ,D07,"18 Mar, 2014",279038,"SGD 5,000 (Negotiable)",2,2,958 sqft,89 sqm
The Makena ,D15,"18 Mar, 2014",283028,"SGD 4,200 (Guide Price)",3,2,"1,163 sqft",108 sqm
The Oliv@Balmoral ,D10,"18 Mar, 2014",278937,"SGD 22,000 (Negotiable)",4,4,"4,855 sqft",451 sqm
Summerhill ,D21,"18 Mar, 2014",278937,"SGD 4,400 ",4,4,"1,604 sqft",149 sqm
Symphony Heights ,D21,"18 Mar, 2014",278937,"SGD 2,900 ",2,2,"1,000 sqft",93 sqm
Goodwood Residence ,D10,"18 Mar, 2014",278937,"SGD 11,000 (Negotiable)",3,3,"1,970 sqft",183 sqm
Esparina Residences ,D19,"18 Mar, 2014",296432,"SGD 2,300 (View to offer)",1,1,320 sqft,30 sqm
The Oliv@Balmoral ,D10,"18 Mar, 2014",278937,"SGD 16,000 (Negotiable)",4,4,"3,337 sqft",310 sqm
NORTHOAKS ,D25,"18 Mar, 2014",312847,"SGD 2,700 (Guide Price)",3,3,"1,249 sqft",117 sqm
Summerhill ,D21,"18 Mar, 2014",278937,"SGD 4,000 ",4,4,"1,604 sqft",149 sqm
Blossomvale ,D21,"18 Mar, 2014",278937,"SGD 4,000 ",3,3,"1,400 sqft",130 sqm
The Oliv@Balmoral ,D10,"18 Mar, 2014",278937,"SGD 27,000 (Negotiable)",4,4,"5,339 sqft",496 sqm
Compass Heights ,D19,"18 Mar, 2014",296432,"SGD 3,300 (Negotiable)",1,1,667 sqft,62 sqm
Vista Residences ,D12,"18 Mar, 2014",286585,"SGD 4,600 ",3,2,"1,195 sqft",111 sqm
Waterview ,D18,"18 Mar, 2014",284724,"SGD 3,900 (Price on Ask)",3,3,"1,219 sqft",113 sqm
Stevens Suites ,D10,"18 Mar, 2014",284724,"SGD 5,200 (Negotiable)",3,2,"1,130 sqft",105 sqm
The Lincoln Modern ,D11,"18 Mar, 2014",282457,View to offer ,3,2,"1,378 sqft",129 sqm
Parc Sophia ,D09,"18 Mar, 2014",197450,"SGD 4,800 (Price on Ask)",1,1,574 sqft,54 sqm
Centro Residences ,D20,"18 Mar, 2014",197982,"SGD 4,200 (Offers in Excess of)",2,0,926 sqft,86 sqm
"BOTANIC ON LLOYD, THE ",D09,"18 Mar, 2014",291103,"SGD 8,500 (Negotiable)",3,0,"1,819 sqft",169 sqm
The Bayron ,D09,"18 Mar, 2014",291205,"SGD 7,500 (Negotiable)",3,3,"1,765 sqft",164 sqm
Casablanca ,D25,"18 Mar, 2014",284724,"SGD 3,100 (Negotiable)",3,3,"1,184 sqft",110 sqm
Costa Rhu ,D15,"18 Mar, 2014",197444,"SGD 7,800 (Guide Price)",4,5,"2,088 sqft",194 sqm
Monarchy Apartments ,D11,"18 Mar, 2014",291205,"SGD 3,800 (Negotiable)",3,0,"1,190 sqft",111 sqm
Goodwood Residence ,D10,"18 Mar, 2014",155501,"SGD 20,000 ",4,4,"3,907 sqft",363 sqm
Zenith ,D10,"18 Mar, 2014",155501,"SGD 7,500 ",3,2,"2,453 sqft",228 sqm
Meadows@Peirce  ,D26,"18 Mar, 2014",290523,"SGD 5,000 (Negotiable)",3,3,"1,518 sqft",142 sqm
Riz Haven ,D17,"18 Mar, 2014",290523,"SGD 3,100 (Negotiable)",3,3,"1,066 sqft",100 sqm
Finland Garden ,D15,"18 Mar, 2014",290523,"SGD 6,200 (Negotiable)",4,4,"1,894 sqft",176 sqm
Hundred Trees ,D05,"18 Mar, 2014",312251,"SGD 5,400 (Offers in Excess of)",4,3,"1,475 sqft",137 sqm
537 Bedok North Street 3 ,D16,"18 Mar, 2014",287332,"SGD 5,800 ",1,0,"1,500 sqft",139 sqm
Laguna 88 ,D16,"18 Mar, 2014",290523,"SGD 4,000 (Negotiable)",3,2,"1,284 sqft",119 sqm
The Centris ,D22,"18 Mar, 2014",280804,"SGD 5,000 (Guide Price)",3,3,"1,302 sqft",121 sqm
Golden Mile Complex ,D07,"18 Mar, 2014",286278,"SGD 2,850 (Price on Ask)",1,1,280 sqft,27 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",286278,"SGD 4,500 (Price on Ask)",1,1,260 sqft,25 sqm
Hillview Green ,D21,"18 Mar, 2014",301281,"SGD 2,900 (Negotiable)",2,0,"1,001 sqft",93 sqm
Parc Vista ,D22,"18 Mar, 2014",301281,"SGD 3,450 ",3,3,"1,259 sqft",117 sqm
The Hillside ,D21,"18 Mar, 2014",301281,"SGD 8,900 ",5,0,"3,240 sqft",301 sqm
The Sierra ,D10,"18 Mar, 2014",301281,"SGD 4,000 (Negotiable)",3,0,"1,206 sqft",112 sqm
Hillview Green ,D21,"18 Mar, 2014",301281,"SGD 3,100 ",3,0,"1,324 sqft",123 sqm
Springdale Condo ,D21,"18 Mar, 2014",301281,"SGD 3,500 ",3,0,"1,130 sqft",105 sqm
Centro Residences ,D20,"18 Mar, 2014",283611,"SGD 3,800 (Negotiable)",2,2,872 sqft,81 sqm
The Oceanfront@Sentosa Cove ,D04,"18 Mar, 2014",301281,"SGD 7,500 ",3,3,"1,711 sqft",159 sqm
Hazel Park Condo ,D23,"18 Mar, 2014",301281,"SGD 3,000 ",3,0,"1,335 sqft",124 sqm
Hazel Park Condo ,D23,"18 Mar, 2014",301281,"SGD 3,000 (Negotiable)",3,0,"1,367 sqft",127 sqm
Palm Gardens ,D23,"18 Mar, 2014",301281,"SGD 2,800 ",2,2,"1,000 sqft",93 sqm
Hillview Heights ,D23,"18 Mar, 2014",301281,"SGD 3,000 ",3,0,"1,270 sqft",118 sqm
The Hillside ,D21,"18 Mar, 2014",301281,"SGD 3,200 ",3,3,"1,300 sqft",121 sqm
Costa Este ,D15,"18 Mar, 2014",280804,"SGD 4,300 (Guide Price)",3,2,"1,270 sqft",118 sqm
Flame Tree Park ,D20,"18 Mar, 2014",298901,"SGD 4,000 (Negotiable)",3,0,"1,862 sqft",173 sqm
Coronation Shopping Plaza ,D10,"18 Mar, 2014",298901,"SGD 3,000 (Negotiable)",2,0,"1,100 sqft",102 sqm
STUDIO AT EAST COAST ROAD ,D15,"18 Mar, 2014",286278,"SGD 4,588 (Price on Ask)",1,1,900 sqft,84 sqm
Worthington ,D15,"18 Mar, 2014",279819,"SGD 3,400 (Negotiable)",2,2,753 sqft,70 sqm
Orchard Court ,D09,"18 Mar, 2014",298901,"SGD 4,500 ",4,0,"1,450 sqft",135 sqm
Cavenagh Court ,D09,"18 Mar, 2014",298901,"SGD 5,500 ",3,0,"1,819 sqft",169 sqm
Regentville ,D19,"18 Mar, 2014",298901,"SGD 3,000 (Negotiable)",2,0,"1,044 sqft",97 sqm
Primero Place ,D07,"18 Mar, 2014",286278,"SGD 2,888 (Price on Ask)",1,1,150 sqft,14 sqm
Jool Suites ,D08,"18 Mar, 2014",283611,"SGD 2,800 ",1,2,430 sqft,40 sqm
City Loft ,D08,"18 Mar, 2014",283611,"SGD 2,500 (Negotiable)",1,1,377 sqft,35 sqm
Soho Life ,D15,"18 Mar, 2014",286614,"SGD 2,300 ",1,1,344 sqft,32 sqm
Sunshine Plaza ,D07,"18 Mar, 2014",322773,"SGD 3,600 (Negotiable)",2,2,764 sqft,71 sqm
Jool Suites ,D08,"18 Mar, 2014",283611,"SGD 3,500 ",1,2,657 sqft,61 sqm
The Interlace ,D04,"18 Mar, 2014",283028,"SGD 7,000 (Guide Price)",3,2,"1,615 sqft",150 sqm
The Riverine By The Park ,D07,"18 Mar, 2014",282041,"SGD 6,300 (Negotiable)",4,4,"1,755 sqft",163 sqm
UE Square Residences ,D09,"18 Mar, 2014",204141,"SGD 4,200 (Negotiable)",2,2,"1,163 sqft",108 sqm
Vista Residences ,D12,"18 Mar, 2014",283611,"SGD 6,000 (Negotiable)",4,2,"1,313 sqft",122 sqm
The Modules ,SOHO,"18 Mar, 2014",286614,"SGD 2,300 ",1,1,409 sqft,38 sqm
Citysquare Residences ,D08,"18 Mar, 2014",283611,"SGD 5,300 (Negotiable)",3,2,"1,195 sqft",111 sqm
Urbana ,D09,"18 Mar, 2014",287707,"SGD 8,000 ",4,3,"1,475 sqft",137 sqm
Changi Court ,D16,"18 Mar, 2014",289821,"SGD 3,000 (Guide Price)",3,3,"1,163 sqft",108 sqm
Goodwood Residence  ,D10,"18 Mar, 2014",283611,"SGD 10,000 (Negotiable)",2,2,"1,485 sqft",138 sqm
The Waterina ,D14,"18 Mar, 2014",286614,"SGD 4,000 ",3,2,"1,302 sqft",121 sqm
Rangoon 88 ,D08,"18 Mar, 2014",283611,"SGD 3,000 (Price on Ask)",1,1,559 sqft,52 sqm
Viento ,D14,"18 Mar, 2014",285389,"SGD 2,800 (Negotiable)",2,1,527 sqft,49 sqm
Kerrisdale ,D08,"18 Mar, 2014",204141,"SGD 5,000 (Offers in Excess of)",3,3,"1,270 sqft",118 sqm
Jool Suites ,D08,"18 Mar, 2014",283611,"SGD 4,500 (Offers in Excess of)",1,2,990 sqft,92 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 1,700 ",1,1,183 sqft,17 sqm
Gallop Gables ,D10,"18 Mar, 2014",287707,"SGD 4,400 (Offers in Excess of)",2,2,"1,195 sqft",111 sqm
The Trillium ,D09,"18 Mar, 2014",326115,"SGD 11,500 (Negotiable)",4,4,"2,217 sqft",206 sqm
Citigate Residence ,D08,"18 Mar, 2014",283611,"SGD 2,700 (Price on Ask)",1,1,500 sqft,46 sqm
Rangoon 88 ,D08,"18 Mar, 2014",283611,"SGD 2,680 (Price on Ask)",1,1,441 sqft,41 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 1,500 ",2,2,142 sqft,13 sqm
Jool Suites ,D08,"18 Mar, 2014",283611,"SGD 2,500 (Price on Ask)",1,1,409 sqft,38 sqm
The Urbanite ,D08,"18 Mar, 2014",283611,"SGD 3,500 (Negotiable)",2,2,635 sqft,59 sqm
Loft @ Stevens  ,D10,"18 Mar, 2014",283611,"SGD 3,000 (Price on Ask)",1,1,409 sqft,38 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 2,100 ",1,1,220 sqft,20 sqm
Centra Studios ,D14,"18 Mar, 2014",286614,"SGD 2,300 ",1,1,420 sqft,39 sqm
The Trillium ,D09,"18 Mar, 2014",326115,"SGD 7,300 (Negotiable)",2,2,"1,399 sqft",130 sqm
Trevista ,D12,"18 Mar, 2014",287707,"SGD 3,000 ",1,1,463 sqft,43 sqm
The Oceanfront @ Sentosa Cove ,D04,"18 Mar, 2014",287707,"SGD 22,000 (Negotiable)",4,4,"4,860 sqft",452 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 5,000 ",3,2,"1,195 sqft",111 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 2,100 ",2,2,209 sqft,19 sqm
The Trillium ,D09,"18 Mar, 2014",326115,"SGD 10,000 (Negotiable)",3,3,"1,797 sqft",167 sqm
Astrid Meadows ,D10,"18 Mar, 2014",290436,"SGD 45,000 ",7,6,"7,499 sqft",697 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,"SGD 1,500 ",1,1,128 sqft,12 sqm
Mackenzie 88 ,D09,"18 Mar, 2014",287707,"SGD 2,900 (Offers in Excess of)",1,1,463 sqft,43 sqm
Leonie Parc View ,D09,"18 Mar, 2014",287707,"SGD 10,000 ",4,3,"2,250 sqft",209 sqm
The Sail @ Marina Bay ,D01,"18 Mar, 2014",283369,"SGD 4,000 ",1,1,250 sqft,23 sqm
Eunos Mansion ,D14,"18 Mar, 2014",286614,"SGD 3,400 (Offers in Excess of)",3,2,"1,452 sqft",135 sqm
City Square Residences ,D08,"18 Mar, 2014",283369,SGD 750 ,1,1,100 sqft,9 sqm
Belle Vue Residences ,D09,"18 Mar, 2014",32270,"SGD 10,000 (Negotiable)",3,3,"1,916 sqft",178 sqm
Sturdee Road North ,D08,"18 Mar, 2014",283369,SGD 850 ,4,3,107 sqft,10 sqm
Suites @ Katong ,D15,"18 Mar, 2014",286614,"SGD 2,500 (Negotiable)",1,1,450 sqft,42 sqm
Tropical Spring ,D18,"18 Mar, 2014",286614,"SGD 3,800 ",3,2,"1,335 sqft",124 sqm
Castle Green ,D26,"18 Mar, 2014",290249,"SGD 2,800 (Guide Price)",2,0,947 sqft,88 sqm
Kerrisdale ,D08,"18 Mar, 2014",286614,"SGD 4,000 (Offers in Excess of)",2,2,989 sqft,92 sqm
Daisy Lodge ,D13,"18 Mar, 2014",290249,"SGD 3,000 (View to offer)",2,2,"1,200 sqft",111 sqm
Bullion Park ,D26,"18 Mar, 2014",290249,"SGD 2,700 (View to offer)",1,1,807 sqft,75 sqm
