Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
Mimosa Park ,D28,"18 Mar, 2014",290249,"SGD 3,700 (Negotiable)",4,3,"2,000 sqft",186 sqm
Parc Palais ,D21,"18 Mar, 2014",290249,"SGD 3,000 (Guide Price)",3,3,"1,206 sqft",112 sqm
Castle Green ,D26,"18 Mar, 2014",290249,"SGD 3,500 (Negotiable)",3,3,"1,152 sqft",107 sqm
Seasons Park ,D26,"18 Mar, 2014",290249,"SGD 2,900 (View to offer)",2,2,"1,109 sqft",103 sqm
Castle Green ,D26,"18 Mar, 2014",290249,"SGD 3,100 (View to offer)",2,2,947 sqft,88 sqm
Castle Green ,D26,"18 Mar, 2014",290249,"SGD 3,000 (View to offer)",2,0,"1,130 sqft",105 sqm
Concourse Skyline ,D07,"18 Mar, 2014",290249,"SGD 4,000 (View to offer)",1,1,861 sqft,80 sqm
Espada ,D09,"18 Mar, 2014",286614,"SGD 4,000 ",1,1,355 sqft,33 sqm
Waterbank at Dakota ,D14,"18 Mar, 2014",286614,"SGD 5,000 (Offers in Excess of)",3,2,"1,141 sqft",106 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",278932,"SGD 5,400 (Negotiable)",2,2,861 sqft,80 sqm
Parc Oasis ,D22,"18 Mar, 2014",286614,"SGD 4,000 ",3,2,"1,378 sqft",128 sqm
"Studio near Serangoon MRT, Wolskel Road. ",D19,"18 Mar, 2014",282512,"SGD 2,300 (Negotiable)",1,1,350 sqft,33 sqm
Icb Shopping Centre ,D19,"18 Mar, 2014",282512,"SGD 2,000 (Negotiable)",1,1,300 sqft,28 sqm
ICB Shopping Centre ,D19,"18 Mar, 2014",282512,"SGD 2,000 (Negotiable)",1,1,280 sqft,27 sqm
Studio @ Wolskel Road ,D19,"18 Mar, 2014",282512,"SGD 2,300 (Negotiable)",1,1,300 sqft,28 sqm
Marina Bay Suites ,D01,"18 Mar, 2014",278932,"SGD 12,000 ",4,0,"2,680 sqft",249 sqm
Marina Bay Suites ,D01,"18 Mar, 2014",278932,"SGD 8,000 (Negotiable)",3,3,"1,572 sqft",147 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",278932,"SGD 6,700 (Negotiable)",3,3,"1,184 sqft",110 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",278932,"SGD 9,800 (Guide Price)",4,4,"2,120 sqft",197 sqm
Katong Studio ,D15,"18 Mar, 2014",278932,"SGD 1,800 ",1,0,600 sqft,56 sqm
Cental Suites Condo ,D14,"18 Mar, 2014",299121,"SGD 2,500 ",1,1,484 sqft,45 sqm
The lincoln modern ,D11,"18 Mar, 2014",297261,"SGD 6,480 (Guide Price)",1,0,0 sqft,0 sqm
Sapphire Court ,D15,"18 Mar, 2014",299121,"SGD 2,750 ",3,2,"1,292 sqft",120 sqm
Goodwood Residence ,D10,"18 Mar, 2014",278932,"SGD 15,999 (Guide Price)",4,4,"2,928 sqft",273 sqm
Isuites@Palm ,D19,"18 Mar, 2014",317821,"SGD 4,900 (Guide Price)",3,2,"1,184 sqft",110 sqm
The Orchard Residences ,D09,"18 Mar, 2014",278932,"SGD 16,555 ",3,3,"2,174 sqft",202 sqm
The Interlace ,D04,"18 Mar, 2014",303963,"SGD 13,000 (Negotiable)",3,3,"3,098 sqft",288 sqm
Tiara ,D09,"18 Mar, 2014",283150,"SGD 4,100 ",2,2,893 sqft,83 sqm
Central Green Condo ,D03,"18 Mar, 2014",283150,"SGD 4,500 ",3,0,"1,292 sqft",120 sqm
Canne Lodge ,D14,"18 Mar, 2014",283150,"SGD 3,800 (Negotiable)",3,2,"1,227 sqft",114 sqm
Livia ,D18,"18 Mar, 2014",297671,"SGD 3,600 (Fixed)",3,3,"1,324 sqft",123 sqm
Caspian ,D22,"18 Mar, 2014",283150,"SGD 3,400 (Negotiable)",2,2,873 sqft,81 sqm
Clydes Residence ,D08,"18 Mar, 2014",283150,"SGD 4,300 (Price on Ask)",3,2,"1,118 sqft",104 sqm
The Sunny Spring ,D14,"18 Mar, 2014",283150,"SGD 4,300 ",3,2,"1,400 sqft",130 sqm
Landmark Tower ,D03,"18 Mar, 2014",283150,"SGD 3,000 ",2,2,"1,033 sqft",96 sqm
Parc Oasis ,D22,"18 Mar, 2014",297671,"SGD 3,600 (Negotiable)",3,3,"1,378 sqft",128 sqm
Eastpoint Green ,D18,"18 Mar, 2014",283150,"SGD 3,800 (Negotiable)",3,2,"1,141 sqft",106 sqm
Clydes Residence ,D08,"18 Mar, 2014",283150,"SGD 3,800 (Price on Ask)",2,2,"1,022 sqft",95 sqm
The Interlace ,D04,"18 Mar, 2014",283150,"SGD 4,000 ",2,2,807 sqft,75 sqm
Mackenzie Regency ,D09,"18 Mar, 2014",283150,"SGD 3,000 (Negotiable)",1,1,500 sqft,46 sqm
Centro Residences ,D20,"18 Mar, 2014",289001,"SGD 4,500 (Offers in Excess of)",3,2,904 sqft,84 sqm
Northoaks ,D25,"18 Mar, 2014",289706,"SGD 3,100 (Negotiable)",3,2,"1,248 sqft",116 sqm
Emerald Park ,D03,"18 Mar, 2014",302253,"SGD 4,500 (Negotiable)",3,3,"1,206 sqft",112 sqm
The Centris ,D22,"18 Mar, 2014",302253,"SGD 4,600 (Negotiable)",3,2,"1,066 sqft",99 sqm
The Scala @ Lorong Chuan ,D19,"18 Mar, 2014",289678,"SGD 3,000 ",1,1,474 sqft,44 sqm
The Oceanfront@Sentosa Cove ,D04,"18 Mar, 2014",278932,"SGD 18,000 (Negotiable)",4,4,"4,855 sqft",452 sqm
Opal Suites Condo ,D13,"18 Mar, 2014",314970,"SGD 2,600 ",1,1,455 sqft,42 sqm
Visioncrest Residence ,D09,"18 Mar, 2014",278808,"SGD 7,000 ",3,3,"1,141 sqft",106 sqm
Visioncrest Residence ,D09,"18 Mar, 2014",278808,"SGD 5,500 ",2,0,"1,001 sqft",93 sqm
Hillbrooks Master Bedroom ,D23,"18 Mar, 2014",289706,"SGD 1,300 ",3,2,"1,507 sqft",140 sqm
City Square Residences ,D08,"18 Mar, 2014",278808,"SGD 6,000 (Guide Price)",4,4,"1,518 sqft",141 sqm
City Square Residences ,D08,"18 Mar, 2014",278808,"SGD 5,300 ",3,3,"1,195 sqft",111 sqm
City Square Residences ,D08,"18 Mar, 2014",278808,"SGD 5,300 (Negotiable)",3,2,"1,216 sqft",113 sqm
Richmond Park ,D09,"18 Mar, 2014",278808,"SGD 7,000 ",2,2,"1,012 sqft",94 sqm
Hazel Park Condo ,D23,"18 Mar, 2014",278808,"SGD 3,300 ",3,3,"1,410 sqft",131 sqm
Summer Green ,D12,"18 Mar, 2014",278808,"SGD 3,700 (Negotiable)",3,2,"1,292 sqft",120 sqm
Tree House ,D23,"18 Mar, 2014",278808,"SGD 4,000 (Guide Price)",4,4,"1,410 sqft",131 sqm
Leedon 2 ,D10,"18 Mar, 2014",278808,"SGD 5,000 ",3,2,"1,109 sqft",103 sqm
Dunearn Suites ,D11,"18 Mar, 2014",278808,"SGD 2,800 (Guide Price)",1,1,420 sqft,39 sqm
City Square Residences ,D08,"18 Mar, 2014",278808,"SGD 4,300 (Guide Price)",2,0,840 sqft,78 sqm
Trevista@Toa Payoh ,D12,"18 Mar, 2014",278808,"SGD 4,000 ",2,2,926 sqft,86 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",278808,"SGD 12,000 (Negotiable)",4,0,"2,088 sqft",194 sqm
The Sail@Marina Bay ,D01,"18 Mar, 2014",278808,"SGD 8,000 (Negotiable)",3,0,"1,184 sqft",110 sqm
Normanton Park ,D05,"18 Mar, 2014",278808,"SGD 3,400 ",3,2,"1,270 sqft",118 sqm
Park Residences Kovan ,D19,"18 Mar, 2014",207813,"SGD 2,200 ",1,1,355 sqft,33 sqm
Park Residences Kovan ,D19,"18 Mar, 2014",207813,"SGD 2,100 ",1,1,323 sqft,30 sqm
Regentville ,D19,"18 Mar, 2014",278808,"SGD 3,100 (Guide Price)",3,0,"1,152 sqft",107 sqm
Este Villa ,D28,"18 Mar, 2014",278808,"SGD 7,000 ",5,0,"3,390 sqft",315 sqm
Concourse Skyline ,D07,"18 Mar, 2014",207813,"SGD 4,500 (Negotiable)",1,1,829 sqft,77 sqm
Concourse Skyline ,D07,"18 Mar, 2014",207813,"SGD 5,900 (Negotiable)",2,2,"1,152 sqft",107 sqm
Bayshore Park ,D16,"18 Mar, 2014",,"SGD 3,000 (Negotiable)",1,1,624 sqft,58 sqm
Montebleu ,D11,"18 Mar, 2014",,"SGD 4,000 (Negotiable)",2,2,850 sqft,79 sqm
Hazel Park Condo ,D23,"18 Mar, 2014",,"SGD 6,666 (Negotiable)",3,3,"1,324 sqft",123 sqm
Dakota Residences ,D14,"18 Mar, 2014",,"SGD 8,888 (Negotiable)",3,3,"1,292 sqft",121 sqm
Modern Loft Living Fifteen Robin ,D15,"17 Mar, 2014",285270,"SGD 6,700 (View to offer)",3,0,"1,800 sqft",167 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 3,600 (Negotiable)",1,2,538 sqft,50 sqm
Fifteen Robin Modern Loft Living ,D10,"17 Mar, 2014",285270,"SGD 6,300 (View to offer)",2,0,"1,450 sqft",135 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 3,000 (Negotiable)",1,1,388 sqft,36 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 3,300 (Negotiable)",1,2,463 sqft,43 sqm
Upp Changi MRT ,D16,"17 Mar, 2014",312748,"SGD 3,400 ",3,0,"1,200 sqft",111 sqm
Near Chinese Garden MRT ,D22,"17 Mar, 2014",312748,"SGD 3,900 ",3,0,"1,230 sqft",114 sqm
The Coast at Sentosa Cove ,D04,"17 Mar, 2014",319265,"SGD 12,000 (Offers in Excess of)",3,3,"3,500 sqft",325 sqm
La Suisse 2 ,D11,"17 Mar, 2014",285270,"SGD 4,800 ",4,0,"2,132 sqft",198 sqm
La Suisse 2 ,D11,"17 Mar, 2014",285270,"SGD 5,400 ",4,0,"2,485 sqft",231 sqm
The Vermont On Cairnhill ,D09,"17 Mar, 2014",294914,"SGD 5,900 (Offers in Excess of)",2,0,915 sqft,86 sqm
Reflections at Keppel Bay ,D04,"17 Mar, 2014",319265,"SGD 5,500 (Guide Price)",2,1,"1,076 sqft",100 sqm
SILVERSEA DELUXE PENTHOUSE ,D15,"17 Mar, 2014",285270,"SGD 15,000 (View to offer)",4,0,"3,500 sqft",325 sqm
Draycott ,D10,"17 Mar, 2014",312748,"SGD 5,600 ",2,0,"1,660 sqft",154 sqm
Citylights ,D08,"17 Mar, 2014",319265,"SGD 7,000 (Negotiable)",3,3,"1,421 sqft",132 sqm
"Pastoral View  Novena MRT, Nr Newton, City ",D11,"17 Mar, 2014",285270,"SGD 4,000 (Offers in Excess of)",2,2,"1,000 sqft",93 sqm
Pastoral View @ Novena Nr Newton  ,D11,"17 Mar, 2014",285270,"SGD 3,300 (Price on Ask)",1,1,614 sqft,57 sqm
Pastoral View @ Novena Nr Newton  ,D11,"17 Mar, 2014",285270,"SGD 3,500 (Price on Ask)",1,1,614 sqft,57 sqm
The Floravale ,D22,"17 Mar, 2014",317004,Price on Ask ,3,2,"1,324 sqft",123 sqm
Villa Delle Rose - HOLLAND Nr ORCHARD ,D10,"17 Mar, 2014",285270,"SGD 8,500 (Negotiable)",3,0,"3,000 sqft",279 sqm
Villa Delle Rose ,D10,"17 Mar, 2014",285270,"SGD 10,500 ",3,0,"3,000 sqft",279 sqm
Surrey Court @ Novena Newton MRT ,D11,"17 Mar, 2014",285270,"SGD 3,300 (Offers in Excess of)",2,2,830 sqft,77 sqm
Ocean Park ,D15,"17 Mar, 2014",285270,"SGD 6,300 (Price on Ask)",4,0,"3,200 sqft",297 sqm
City Square Residences ,D08,"17 Mar, 2014",293128,"SGD 3,500 (Negotiable)",1,0,570 sqft,53 sqm
38 Amber East Coast  ,D15,"17 Mar, 2014",285270,"SGD 3,500 ",2,0,893 sqft,83 sqm
Mackenzie Regency ,D09,"17 Mar, 2014",285270,"SGD 3,000 (View to offer)",1,0,600 sqft,56 sqm
Marina Bay Residences ,D01,"17 Mar, 2014",293128,"SGD 6,400 (Negotiable)",2,0,"1,066 sqft",99 sqm
Sanctuary Green ,D15,"17 Mar, 2014",293128,Price on Ask ,3,0,"1,356 sqft",126 sqm
The Minton ,D19,"17 Mar, 2014",283982,"SGD 3,700 ",2,0,"1,098 sqft",102 sqm
Waterview ,D18,"17 Mar, 2014",293128,"SGD 3,300 (Negotiable)",2,2,980 sqft,91 sqm
Hundred Trees ,D05,"17 Mar, 2014",293128,"SGD 4,100 (Negotiable)",3,2,"1,163 sqft",108 sqm
Northvale ,D23,"17 Mar, 2014",319265,"SGD 3,100 (Offers in Excess of)",3,2,"1,300 sqft",121 sqm
The Coast At Sentosa Cove ,D04,"17 Mar, 2014",280904,"SGD 10,500 (View to offer)",4,4,"2,303 sqft",214 sqm
Costa Del Sol ,D16,"17 Mar, 2014",293128,"SGD 5,700 (Negotiable)",4,2,"1,561 sqft",145 sqm
Grande Vista ,D28,"17 Mar, 2014",293128,Price on Ask ,4,2,"2,024 sqft",188 sqm
Reflections at Keppel Bay ,D04,"17 Mar, 2014",319265,"SGD 11,500 (Negotiable)",3,3,"1,841 sqft",171 sqm
Regal Court ,D12,"17 Mar, 2014",293128,"SGD 3,000 (Negotiable)",2,2,915 sqft,85 sqm
Marina Bay Suites ,D01,"17 Mar, 2014",293535,"SGD 11,000 (Negotiable)",4,0,"2,056 sqft",191 sqm
Caribbean at Keppel Bay ,D04,"17 Mar, 2014",319265,"SGD 7,500 (Guide Price)",3,3,"1,600 sqft",149 sqm
Esparina Residences ,D19,"17 Mar, 2014",293128,"SGD 3,200 (Negotiable)",2,2,880 sqft,82 sqm
Bishan Park ,D20,"17 Mar, 2014",293128,"SGD 3,300 (Negotiable)",3,2,"1,292 sqft",120 sqm
Costa Rhu ,D15,"17 Mar, 2014",281551,"SGD 4,600 (Negotiable)",2,2,"1,399 sqft",130 sqm
Marina Bay Suites ,D01,"17 Mar, 2014",293535,"SGD 7,500 (Negotiable)",3,0,"1,593 sqft",148 sqm
Blue Horizon ,D05,"17 Mar, 2014",286104,Price on Ask ,3,0,"1,163 sqft",108 sqm
Blue Horizon ,D05,"17 Mar, 2014",286104,"SGD 4,200 (Negotiable)",3,0,"1,162 sqft",108 sqm
Park Court ,D15,"17 Mar, 2014",293128,"SGD 3,400 (Negotiable)",3,2,"1,200 sqft",111 sqm
Marina Bay Residences ,D01,"17 Mar, 2014",293535,"SGD 5,500 (Negotiable)",1,0,710 sqft,66 sqm
Goodluck Garden ,D21,"17 Mar, 2014",293128,"SGD 3,700 (Guide Price)",3,2,"1,699 sqft",158 sqm
Cube 8 ,D11,"17 Mar, 2014",280491,"SGD 5,300 ",3,3,"1,335 sqft",124 sqm
The Coast at Sentosa Cove ,D04,"17 Mar, 2014",319265,"SGD 7,500 (Guide Price)",3,2,"2,024 sqft",188 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",293535,"SGD 9,000 (Negotiable)",3,0,"1,755 sqft",163 sqm
Waterview ,D18,"17 Mar, 2014",293128,"SGD 3,400 (Negotiable)",3,2,"1,130 sqft",105 sqm
Tan Tong Meng Tower ,D11,"17 Mar, 2014",309990,"SGD 2,400 ",1,0,700 sqft,65 sqm
Reflections at Keppel Bay ,D04,"17 Mar, 2014",319265,"SGD 10,000 (Guide Price)",3,2,"1,539 sqft",143 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",293535,"SGD 7,500 (Negotiable)",3,0,"1,313 sqft",122 sqm
Parc Mackenzie ,D09,"17 Mar, 2014",293128,"SGD 3,800 (Guide Price)",2,2,900 sqft,84 sqm
The Minton ,D19,"17 Mar, 2014",286661,"SGD 4,000 (View to offer)",3,0,"1,206 sqft",112 sqm
Spottiswoode Residences ,D02,"17 Mar, 2014",293128,"SGD 4,400 (Negotiable)",2,0,926 sqft,86 sqm
Marina Bay Suites ,D01,"17 Mar, 2014",293535,"SGD 9,500 (Negotiable)",3,0,"1,615 sqft",150 sqm
Marina Bay Suites ,D01,"17 Mar, 2014",293535,"SGD 8,500 (Negotiable)",3,0,"1,615 sqft",150 sqm
Concourse Skyline ,D07,"17 Mar, 2014",318466,"SGD 5,000 (Negotiable)",1,1,818 sqft,76 sqm
Hillview Park ,D23,"17 Mar, 2014",283350,"SGD 2,800 ",3,2,"1,224 sqft",114 sqm
Dunearn Suites ,D11,"17 Mar, 2014",316613,"SGD 2,800 (Negotiable)",1,0,431 sqft,41 sqm
The Modules ,Soho,"17 Mar, 2014",289654,"SGD 2,400 (Negotiable)",1,1,431 sqft,40 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 3,600 (Negotiable)",1,1,484 sqft,45 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 5,000 (Negotiable)",2,2,"1,023 sqft",95 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 3,300 (Guide Price)",1,1,431 sqft,40 sqm
Chestervale ,D23,"17 Mar, 2014",283525,"SGD 3,500 ",4,3,"1,580 sqft",147 sqm
Loft@Nathan ,D10,"17 Mar, 2014",288161,"SGD 2,800 (Guide Price)",1,1,377 sqft,35 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",280904,"SGD 12,000 (View to offer)",3,3,"1,600 sqft",149 sqm
Marina Bay Suites ,D01,"17 Mar, 2014",280904,"SGD 38,000 (View to offer)",4,4,"4,478 sqft",416 sqm
One Shenton ,D01,"17 Mar, 2014",280904,"SGD 8,000 (View to offer)",2,2,"1,130 sqft",105 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",280904,"SGD 6,800 (View to offer)",3,2,"1,184 sqft",110 sqm
The Lumiere ,D02,"17 Mar, 2014",280904,"SGD 4,800 (View to offer)",1,4,674 sqft,63 sqm
The Oceanfront@Sentosa Cove ,D04,"17 Mar, 2014",280904,View to offer ,4,4,"5,984 sqft",556 sqm
Marina View ,D01,"17 Mar, 2014",312748,"SGD 12,000 ",3,0,"1,620 sqft",151 sqm
River Place ,D03,"17 Mar, 2014",280904,"SGD 8,500 (View to offer)",4,3,"2,067 sqft",192 sqm
The Gardens At Bishan ,D20,"17 Mar, 2014",293128,"SGD 3,600 (Negotiable)",3,2,"1,227 sqft",114 sqm
Ivory Heights ,D22,"17 Mar, 2014",293128,"SGD 3,500 (Negotiable)",3,2,"1,668 sqft",155 sqm
The Scala ,D19,"17 Mar, 2014",293128,"SGD 4,600 (Negotiable)",3,0,"1,044 sqft",97 sqm
The Cascadia ,D21,"17 Mar, 2014",293128,"SGD 4,200 (Negotiable)",2,2,"1,100 sqft",102 sqm
One Shenton ,D01,"17 Mar, 2014",280904,"SGD 45,000 (View to offer)",6,6,"9,138 sqft",849 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",280904,"SGD 6,000 (View to offer)",2,2,936 sqft,87 sqm
L'Viv ,D11,"17 Mar, 2014",279042,"SGD 3,999 ",1,1,614 sqft,57 sqm
EQUATORIAL APARTMENTS ,D15,"17 Mar, 2014",279042,"SGD 5,999 ",4,3,"2,411 sqft",224 sqm
The Makena ,D15,"17 Mar, 2014",279042,"SGD 4,600 (Negotiable)",3,0,"1,152 sqft",107 sqm
The Holland Collection ,D10,"17 Mar, 2014",318466,"SGD 11,000 (Negotiable)",3,3,"3,261 sqft",303 sqm
The Holland Collection ,D10,"17 Mar, 2014",318466,"SGD 7,500 ",3,3,"1,496 sqft",139 sqm
Scotts Rd ,D09,"17 Mar, 2014",312748,"SGD 15,000 ",3,0,"2,820 sqft",262 sqm
Nathan Residences ,D10,"17 Mar, 2014",286745,"SGD 4,200 (Negotiable)",2,0,786 sqft,73 sqm
Beautiful Studio ,D15,"17 Mar, 2014",312748,"SGD 2,800 ",1,0,510 sqft,47 sqm
The Lakefront Residences ,D22,"17 Mar, 2014",286745,"SGD 3,800 (Negotiable)",2,0,721 sqft,67 sqm
The Lakefront Residences ,D22,"17 Mar, 2014",286745,"SGD 4,700 (Negotiable)",3,0,990 sqft,92 sqm
The Shore Residences ,D15,"17 Mar, 2014",293535,"SGD 5,800 (Negotiable)",3,0,"1,292 sqft",120 sqm
Prestige Heights ,D12,"17 Mar, 2014",288837,"SGD 2,600 (Guide Price)",1,1,377 sqft,36 sqm
The Shore Residences ,D15,"17 Mar, 2014",293535,"SGD 4,500 (Negotiable)",2,0,893 sqft,83 sqm
The Shore Residences ,D15,"17 Mar, 2014",293535,"SGD 3,800 (Negotiable)",1,0,592 sqft,55 sqm
The Azure ,D04,"17 Mar, 2014",302318,"SGD 8,000 (Offers in Excess of)",3,0,"1,668 sqft",155 sqm
W Residences@Sentosa Cove ,D04,"17 Mar, 2014",283525,"SGD 6,800 ",2,2,"1,200 sqft",111 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",283525,"SGD 5,200 ",2,2,883 sqft,82 sqm
Icon ,D02,"17 Mar, 2014",293535,"SGD 6,500 (Negotiable)",2,0,"1,050 sqft",98 sqm
Icon ,D02,"17 Mar, 2014",293535,"SGD 4,700 (Negotiable)",1,1,700 sqft,65 sqm
Summerdale ,D22,"17 Mar, 2014",283350,"SGD 3,100 ",3,2,"1,180 sqft",110 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",293535,"SGD 8,000 (Negotiable)",3,0,"1,313 sqft",122 sqm
The Sail@Marina Bay ,D01,"17 Mar, 2014",293535,"SGD 5,000 (Negotiable)",2,0,883 sqft,82 sqm
Spottiswoode Residences ,D02,"17 Mar, 2014",287828,"SGD 4,800 (View to offer)",2,2,915 sqft,85 sqm
Dover Parkview ,D05,"17 Mar, 2014",287828,"SGD 4,000 (Guide Price)",2,2,969 sqft,90 sqm
Moda ,D15,"17 Mar, 2014",281618,"SGD 4,800 ",2,2,969 sqft,90 sqm
The Water Edge ,D14,"17 Mar, 2014",299557,"SGD 2,600 ",1,1,431 sqft,40 sqm
Bukit Villas ,D25,"17 Mar, 2014",285270,"SGD 7,400 (Price on Ask)",5,4,"2,885 sqft",269 sqm
Delfi Orchard ,D09,"17 Mar, 2014",328652,"SGD 5,300 (Negotiable)",2,0,"1,173 sqft",109 sqm
Delfi Orchard ,D09,"17 Mar, 2014",328652,"SGD 5,300 (Guide Price)",2,0,"1,292 sqft",120 sqm
Delfi Orchard ,D09,"17 Mar, 2014",328652,"SGD 4,000 (Negotiable)",1,0,646 sqft,60 sqm
Cliveden At Grange ,D10,"17 Mar, 2014",328652,"SGD 11,500 (Guide Price)",3,0,"2,153 sqft",200 sqm
Cliveden At Grange ,D10,"17 Mar, 2014",328652,"SGD 15,000 (Guide Price)",4,0,"2,842 sqft",264 sqm
One Shenton ,D01,"17 Mar, 2014",328652,"SGD 11,500 (Negotiable)",4,0,"2,239 sqft",208 sqm
One Shenton ,D01,"17 Mar, 2014",328652,"SGD 24,000 (Negotiable)",4,0,"5,199 sqft",483 sqm
One Shenton ,D01,"17 Mar, 2014",328652,"SGD 25,700 (Negotiable)",4,0,"5,199 sqft",483 sqm
River Place ,D03,"17 Mar, 2014",328652,"SGD 8,200 (Negotiable)",4,0,"2,067 sqft",192 sqm
River Place ,D03,"17 Mar, 2014",328652,"SGD 8,300 (Negotiable)",4,0,"2,067 sqft",192 sqm
River Place ,D03,"17 Mar, 2014",328652,"SGD 7,000 (Negotiable)",2,0,"1,970 sqft",183 sqm
River Place ,D03,"17 Mar, 2014",328652,"SGD 9,300 (Negotiable)",2,0,"2,357 sqft",219 sqm
Niven Loft ,D09,"17 Mar, 2014",328652,"SGD 8,200 (Negotiable)",3,0,"2,293 sqft",213 sqm
Niven Loft ,D09,"17 Mar, 2014",328652,"SGD 7,900 (Negotiable)",3,0,"2,400 sqft",223 sqm
Vida ,D09,"17 Mar, 2014",328652,"SGD 7,200 (Negotiable)",2,0,"1,324 sqft",123 sqm
Vida ,D09,"17 Mar, 2014",328652,"SGD 6,200 (Negotiable)",1,0,764 sqft,71 sqm
Cavenagh Lodge ,D09,"17 Mar, 2014",328652,"SGD 5,600 (Guide Price)",3,0,"1,348 sqft",125 sqm
Cavenagh Lodge ,D09,"17 Mar, 2014",328652,"SGD 5,700 (Guide Price)",3,0,"1,486 sqft",138 sqm
Cavenagh Lodge ,D09,"17 Mar, 2014",328652,"SGD 6,000 (Guide Price)",3,0,"1,697 sqft",158 sqm
Cavenagh Lodge ,D09,"17 Mar, 2014",328652,"SGD 5,600 (Guide Price)",3,0,"1,353 sqft",126 sqm
Cavenagh Lodge ,D09,"17 Mar, 2014",328652,"SGD 3,800 (Guide Price)",1,0,626 sqft,58 sqm
Point Loma ,D11,"17 Mar, 2014",328652,"SGD 7,700 (Negotiable)",3,0,"3,057 sqft",284 sqm
Point Loma ,D11,"17 Mar, 2014",328652,"SGD 7,700 (Negotiable)",3,0,"2,982 sqft",277 sqm
Pastrol view ,D11,"17 Mar, 2014",285270,"SGD 3,000 ",1,0,518 sqft,48 sqm
Siglap east coast ,D15,"17 Mar, 2014",285270,"SGD 3,600 ",3,0,"1,400 sqft",130 sqm
The Bayshore ,D16,"17 Mar, 2014",285270,"SGD 4,300 (Negotiable)",3,0,"1,238 sqft",115 sqm
RARE  1 BR Personal Space Living @ ORCHARD ,D09,"17 Mar, 2014",285270,"SGD 3,100 (Negotiable)",1,1,900 sqft,84 sqm
Point Loma ,D11,"17 Mar, 2014",328652,"SGD 7,900 (Negotiable)",4,0,"3,122 sqft",290 sqm
The Clift ,D01,"17 Mar, 2014",328652,"SGD 5,600 (Negotiable)",1,0,775 sqft,72 sqm
The Clift ,D01,"17 Mar, 2014",328652,"SGD 5,600 (Negotiable)",1,0,786 sqft,73 sqm
The Clift ,D01,"17 Mar, 2014",328652,"SGD 5,700 (Negotiable)",1,0,829 sqft,77 sqm
Villa Azura ,D10,"17 Mar, 2014",328652,"SGD 5,700 (Negotiable)",4,0,"1,765 sqft",164 sqm
Villa Azura ,D10,"17 Mar, 2014",328652,"SGD 6,500 (Negotiable)",4,0,"1,959 sqft",182 sqm
Grange 80 ,D10,"17 Mar, 2014",328652,"SGD 10,900 (Negotiable)",4,0,"2,314 sqft",215 sqm
Chancery Grove ,D11,"17 Mar, 2014",328652,"SGD 7,700 (Negotiable)",4,0,"2,013 sqft",187 sqm
Chancery Grove ,D11,"17 Mar, 2014",328652,"SGD 9,000 (Negotiable)",4,0,"2,820 sqft",262 sqm
Chancery Grove ,D11,"17 Mar, 2014",328652,"SGD 9,300 (Negotiable)",3,0,"2,896 sqft",269 sqm
Chancery Grove ,D11,"17 Mar, 2014",328652,"SGD 8,000 (Negotiable)",3,0,"2,260 sqft",210 sqm
Nassim Regency ,D10,"17 Mar, 2014",328652,"SGD 12,300 (Negotiable)",3,0,"2,056 sqft",191 sqm
Cavenagh Lodge Orchard City MRtT ,D09,"17 Mar, 2014",285270,"SGD 5,000 (View to offer)",3,3,"1,239 sqft",115 sqm
Cardiff Residence ,D19,"17 Mar, 2014",295520,"SGD 2,900 (Guide Price)",2,2,614 sqft,57 sqm
Orange Regency @ Orchard Fernhill ,D09,"17 Mar, 2014",285270,"SGD 7,500 (Price on Ask)",4,1,"1,790 sqft",167 sqm
RARE  1 BR Living Terrace MRT ,D11,"17 Mar, 2014",285270,"SGD 3,300 (Price on Ask)",1,1,900 sqft,84 sqm
Rosewood ,D25,"17 Mar, 2014",288837,"SGD 3,100 (Negotiable)",3,3,"1,173 sqft",109 sqm
International Plaza ,D02,"17 Mar, 2014",282104,"SGD 4,500 (Negotiable)",2,2,904 sqft,84 sqm
The Bayshore ,D16,"17 Mar, 2014",288837,"SGD 4,100 (Guide Price)",3,3,"1,184 sqft",110 sqm
